new_id	old_id
N327	N72963
N328	N25450
N329	N43189
N330	N15721
N331	N43400
N332	N3744
N333	N68602
N334	N49846
N335	N56157
N336	N72564
N337	N19497
N338	N34712
N339	N14516
N340	N7526
N341	N14192
N342	N36338
N343	N51371
N344	N73181
N345	N10660
N346	N71544
N347	N44281
N348	N40058
N349	N32159
N350	N67040
N351	N18200
N352	N24475
N353	N35224
N354	N68016
N355	N36200
N356	N2268
N357	N71632
N358	N49011
N359	N42730
N360	N5570
N361	N78452
N362	N28243
N363	N70732
N364	N45079
N365	N10132
N366	N60040
N367	N48602
N368	N24804
N369	N66304
N370	N50062
N371	N36402
N372	N72210
N373	N65550
N374	N58906
N375	N4353
N376	N70881
N377	N38759
N378	N11982
N379	N44693
N380	N24388
N381	N58570
N382	N54898
N383	N48042
N384	N21872
N385	N69576
N386	N52301
N387	N45076
N388	N28731
N389	N12163
N390	N74072
N391	N54553
N392	N9358
N393	N244
N394	N15903
N395	N7781
N396	N9280
N397	N77816
N398	N24180
N399	N45356
N400	N13814
N401	N52109
N402	N59031
N403	N3622
N404	N35060
N405	N1511
N406	N69572
N407	N79756
N408	N57083
N409	N19370
N410	N47591
N411	N50272
N412	N35957
N413	N21140
N414	N45161
N415	N81287
N416	N4738
N417	N72922
N418	N7698
N419	N57950
N420	N76522
N421	N52698
N422	N16650
N423	N76938
N424	N49088
N425	N53564
N426	N52893
N427	N58411
N428	N64623
N429	N37749
N430	N68147
N431	N39135
N432	N2920
N433	N77221
N434	N8011
N435	N81026
N436	N70874
N437	N68711
N438	N48481
N439	N11748
N440	N17045
N441	N81931
N442	N3492
N443	N34256
N444	N43857
N445	N50786
N446	N73143
N447	N16319
N448	N49785
N449	N61969
N450	N69138
N451	N24821
N452	N22203
N453	N21951
N454	N76196
N455	N65739
N456	N3941
N457	N10504
N458	N63654
N459	N2697
N460	N80189
N461	N72872
N462	N34143
N463	N43820
N464	N66237
N465	N48165
N466	N53951
N467	N81744
N468	N69271
N469	N68406
N470	N36359
N471	N23589
N472	N54312
N473	N75627
N474	N32041
N475	N81924
N476	N9801
N477	N22373
N478	N28822
N479	N27470
N480	N50975
N481	N18730
N482	N51468
N483	N3931
N484	N31590
N485	N49035
N486	N46827
N487	N38581
N488	N57299
N489	N66438
N490	N30160
N491	N2263
N492	N68204
N493	N29197
N494	N58008
N495	N18804
N496	N64575
N497	N36814
N498	N72878
N499	N66872
N500	N81617
N501	N53998
N502	N74572
N503	N27346
N504	N24186
N505	N38147
N506	N65938
N507	N18601
N508	N17831
N509	N56477
N510	N35928
N511	N14247
N512	N81476
N513	N25347
N514	N37841
N515	N8394
N516	N15735
N517	N77373
N518	N51400
N519	N62037
N520	N77234
N521	N59088
N522	N41279
N523	N46955
N524	N58574
N525	N37836
N526	N79733
N527	N5061
N528	N18192
N529	N66954
N530	N41647
N531	N19873
N532	N5906
N533	N51429
N534	N48690
N535	N55066
N536	N15222
N537	N79842
N538	N36495
N539	N82106
N540	N28348
N541	N70412
N542	N20212
N543	N44435
N544	N61128
N545	N75179
N546	N76495
N547	N41506
N548	N41540
N549	N36611
N550	N60305
N551	N4819
N552	N25263
N553	N17742
N554	N8439
N555	N42333
N556	N74631
N557	N72041
N558	N49817
N559	N21093
N560	N8548
N561	N73576
N562	N62979
N563	N72213
N564	N16355
N565	N73501
N566	N14126
N567	N73066
N568	N41370
N569	N4769
N570	N31035
N571	N22188
N572	N59103
N573	N36207
N574	N3173
N575	N59567
N576	N8207
N577	N38205
N578	N41036
N579	N77708
N580	N554
N581	N24449
N582	N40277
N583	N65130
N584	N34998
N585	N23025
N586	N67000
N587	N18636
N588	N65293
N589	N34196
N590	N36575
N591	N2892
N592	N4778
N593	N54916
N594	N27861
N595	N5986
N596	N64782
N597	N43261
N598	N76318
N599	N81773
N600	N37574
N601	N56418
N602	N6999
N603	N78900
N604	N34677
N605	N29806
N606	N14897
N607	N41051
N608	N16510
N609	N49414
N610	N21980
N611	N65234
N612	N21630
N613	N40236
N614	N69508
N615	N34001
N616	N10367
N617	N55183
N618	N68630
N619	N53986
N620	N41993
N621	N51768
N622	N13719
N623	N41912
N624	N60818
N625	N55994
N626	N68575
N627	N74753
N628	N4097
N629	N32230
N630	N28534
N631	N42724
N632	N1841
N633	N78151
N634	N42299
N635	N27726
N636	N52749
N637	N66472
N638	N20056
N639	N11024
N640	N59550
N641	N33080
N642	N72034
N643	N24199
N644	N52489
N645	N59324
N646	N61139
N647	N28048
N648	N30555
N649	N40344
N650	N65328
N651	N70570
N652	N76988
N653	N13930
N654	N7476
N655	N29522
N656	N27492
N657	N24261
N658	N55501
N659	N14661
N660	N59761
N661	N44130
N662	N77852
N663	N57799
N664	N53600
N665	N19055
N666	N60028
N667	N23200
N668	N67913
N669	N4198
N670	N65362
N671	N46012
N672	N29955
N673	N63425
N674	N52366
N675	N23763
N676	N63668
N677	N14623
N678	N18517
N679	N53167
N680	N45537
N681	N7029
N682	N33542
N683	N4387
N684	N990
N685	N8945
N686	N65196
N687	N49363
N688	N28357
N689	N59066
N690	N66290
N691	N1287
N692	N24820
N693	N70784
N694	N39407
N695	N16564
N696	N52810
N697	N1069
N698	N2085
N699	N17046
N700	N61254
N701	N51676
N702	N11190
N703	N76325
N704	N34075
N705	N59921
N706	N41541
N707	N43500
N708	N41696
N709	N36532
N710	N49502
N711	N9024
N712	N38210
N713	N1733
N714	N38075
N715	N14532
N716	N78982
N717	N68271
N718	N2180
N719	N76854
N720	N7096
N721	N11271
N722	N43391
N723	N62544
N724	N54088
N725	N29577
N726	N13777
N727	N22780
N728	N33406
N729	N80646
N730	N1737
N731	N72200
N732	N31600
N733	N73623
N734	N47783
N735	N49554
N736	N65373
N737	N56784
N738	N48265
N739	N17409
N740	N29826
N741	N36087
N742	N74110
N743	N18999
N744	N19932
N745	N44721
N746	N15861
N747	N59676
N748	N14207
N749	N39933
N750	N75993
N751	N55205
N752	N53048
N753	N79686
N754	N64074
N755	N52493
N756	N15979
N757	N71435
N758	N68090
N759	N31814
N760	N49770
N761	N27694
N762	N23017
N763	N5969
N764	N67168
N765	N68608
N766	N76704
N767	N52872
N768	N61397
N769	N68632
N770	N72819
N771	N81411
N772	N17635
N773	N73865
N774	N37389
N775	N43903
N776	N23021
N777	N45110
N778	N17695
N779	N65219
N780	N37483
N781	N27016
N782	N79853
N783	N19801
N784	N18886
N785	N1197
N786	N76492
N787	N17522
N788	N50566
N789	N41202
N790	N53034
N791	N44676
N792	N56703
N793	N50861
N794	N43137
N795	N40781
N796	N67611
N797	N27515
N798	N77564
N799	N6907
N800	N14383
N801	N21834
N802	N74075
N803	N29261
N804	N61119
N805	N67198
N806	N38215
N807	N62942
N808	N18072
N809	N58474
N810	N2170
N811	N47678
N812	N14041
N813	N25651
N814	N2551
N815	N20935
N816	N2114
N817	N43203
N818	N62523
N819	N4119
N820	N28661
N821	N17642
N822	N29167
N823	N4519
N824	N51911
N825	N7339
N826	N53992
N827	N66664
N828	N235
N829	N43296
N830	N5774
N831	N7125
N832	N18063
N833	N50025
N834	N58829
N835	N26851
N836	N63610
N837	N11307
N838	N53750
N839	N46286
N840	N13454
N841	N19753
N842	N25285
N843	N49880
N844	N44483
N845	N8929
N846	N24750
N847	N25959
N848	N25275
N849	N20078
N850	N17740
N851	N6378
N852	N35873
N853	N17457
N854	N39541
N855	N29223
N856	N17874
N857	N74949
N858	N43718
N859	N75433
N860	N78103
N861	N40434
N862	N43536
N863	N45713
N864	N22715
N865	N11150
N866	N36934
N867	N34357
N868	N54493
N869	N32131
N870	N45653
N871	N45435
N872	N33133
N873	N4355
N874	N53588
N875	N33583
N876	N72253
N877	N59248
N878	N58187
N879	N29873
N880	N9583
N881	N35120
N882	N21360
N883	N59192
N884	N25491
N885	N73466
N886	N79133
N887	N34635
N888	N53571
N889	N15420
N890	N3914
N891	N3901
N892	N21139
N893	N73294
N894	N53293
N895	N62395
N896	N32863
N897	N3116
N898	N68197
N899	N8101
N900	N51873
N901	N80987
N902	N70508
N903	N28344
N904	N66049
N905	N3123
N906	N49086
N907	N66171
N908	N22292
N909	N4855
N910	N63711
N911	N24382
N912	N60666
N913	N30124
N914	N55643
N915	N56143
N916	N5034
N917	N68939
N918	N40666
N919	N6317
N920	N58120
N921	N23607
N922	N72577
N923	N18103
N924	N11061
N925	N1060
N926	N10627
N927	N15966
N928	N28580
N929	N14349
N930	N27056
N931	N61184
N932	N9011
N933	N81221
N934	N40273
N935	N19434
N936	N6042
N937	N5131
N938	N80843
N939	N74456
N940	N2345
N941	N9167
N942	N47656
N943	N52083
N944	N18669
N945	N61281
N946	N46675
N947	N32895
N948	N62350
N949	N8427
N950	N79737
N951	N50546
N952	N74766
N953	N18423
N954	N25323
N955	N62228
N956	N47914
N957	N71603
N958	N14481
N959	N41280
N960	N19440
N961	N44660
N962	N77337
N963	N28138
N964	N22303
N965	N36438
N966	N31290
N967	N27398
N968	N19827
N969	N2680
N970	N15278
N971	N33049
N972	N44500
N973	N14868
N974	N3928
N975	N1657
N976	N11136
N977	N79826
N978	N59659
N979	N33890
N980	N53391
N981	N47728
N982	N16709
N983	N5414
N984	N16086
N985	N15810
N986	N21303
N987	N33957
N988	N5932
N989	N65424
N990	N63655
N991	N37334
N992	N1004
N993	N12228
N994	N9090
N995	N4631
N996	N55289
N997	N6365
N998	N27119
N999	N34510
N1000	N21904
N1001	N37617
N1002	N36999
N1003	N39467
N1004	N12902
N1005	N36524
N1006	N56533
N1007	N72708
N1008	N40703
N1009	N65162
N1010	N76629
N1011	N22223
N1012	N50558
N1013	N64470
N1014	N46776
N1015	N56446
N1016	N53398
N1017	N36311
N1018	N67224
N1019	N14121
N1020	N24299
N1021	N4513
N1022	N51033
N1023	N30065
N1024	N17308
N1025	N48966
N1026	N27394
N1027	N45686
N1028	N81007
N1029	N12964
N1030	N6377
N1031	N47651
N1032	N42479
N1033	N52234
N1034	N4393
N1035	N8438
N1036	N45098
N1037	N40661
N1038	N68419
N1039	N15786
N1040	N66999
N1041	N70255
N1042	N18499
N1043	N1482
N1044	N68189
N1045	N28802
N1046	N74754
N1047	N51913
N1048	N63056
N1049	N71848
N1050	N76446
N1051	N75926
N1052	N20469
N1053	N11727
N1054	N55474
N1055	N53203
N1056	N29638
N1057	N70620
N1058	N42703
N1059	N49380
N1060	N10746
N1061	N30725
N1062	N55647
N1063	N76405
N1064	N26975
N1065	N57106
N1066	N69808
N1067	N25738
N1068	N20786
N1069	N13906
N1070	N33592
N1071	N26817
N1072	N8794
N1073	N11092
N1074	N32646
N1075	N64592
N1076	N50400
N1077	N47701
N1078	N28695
N1079	N13803
N1080	N56268
N1081	N12783
N1082	N33369
N1083	N38578
N1084	N257
N1085	N65941
N1086	N24978
N1087	N26349
N1088	N63758
N1089	N27246
N1090	N19294
N1091	N81186
N1092	N40165
N1093	N45652
N1094	N82103
N1095	N46378
N1096	N69447
N1097	N32208
N1098	N26647
N1099	N51947
N1100	N14621
N1101	N39315
N1102	N30241
N1103	N59546
N1104	N80965
N1105	N44191
N1106	N18087
N1107	N2641
N1108	N70896
N1109	N75603
N1110	N63011
N1111	N10651
N1112	N78052
N1113	N10529
N1114	N31446
N1115	N77869
N1116	N65813
N1117	N37640
N1118	N35985
N1119	N23719
N1120	N55761
N1121	N54147
N1122	N78613
N1123	N58112
N1124	N56137
N1125	N33313
N1126	N67746
N1127	N52219
N1128	N34395
N1129	N43169
N1130	N22473
N1131	N12727
N1132	N36428
N1133	N34622
N1134	N47333
N1135	N63284
N1136	N16962
N1137	N7852
N1138	N11738
N1139	N28657
N1140	N63964
N1141	N65297
N1142	N47497
N1143	N73150
N1144	N26657
N1145	N57913
N1146	N82013
N1147	N52858
N1148	N34371
N1149	N12341
N1150	N51886
N1151	N82244
N1152	N13268
N1153	N30673
N1154	N40191
N1155	N56376
N1156	N26751
N1157	N16032
N1158	N37450
N1159	N59017
N1160	N8057
N1161	N17652
N1162	N18248
N1163	N68694
N1164	N23943
N1165	N32737
N1166	N4702
N1167	N29345
N1168	N14566
N1169	N46170
N1170	N26324
N1171	N59139
N1172	N8325
N1173	N15881
N1174	N47183
N1175	N4548
N1176	N45377
N1177	N19256
N1178	N12097
N1179	N62
N1180	N56745
N1181	N75439
N1182	N3670
N1183	N19768
N1184	N59556
N1185	N46173
N1186	N71566
N1187	N1924
N1188	N61191
N1189	N19729
N1190	N63938
N1191	N28470
N1192	N78755
N1193	N72770
N1194	N16381
N1195	N19082
N1196	N47781
N1197	N56354
N1198	N81857
N1199	N25430
N1200	N49915
N1201	N17998
N1202	N45262
N1203	N26390
N1204	N40693
N1205	N72372
N1206	N6014
N1207	N4634
N1208	N23274
N1209	N8639
N1210	N27621
N1211	N67068
N1212	N55722
N1213	N32103
N1214	N75309
N1215	N58941
N1216	N57483
N1217	N46842
N1218	N75368
N1219	N77301
N1220	N64677
N1221	N32452
N1222	N21899
N1223	N849
N1224	N39662
N1225	N55382
N1226	N68150
N1227	N56523
N1228	N76754
N1229	N62725
N1230	N19328
N1231	N3667
N1232	N2340
N1233	N23979
N1234	N43861
N1235	N11266
N1236	N64159
N1237	N56146
N1238	N75194
N1239	N22879
N1240	N58291
N1241	N27717
N1242	N19802
N1243	N24018
N1244	N38874
N1245	N77365
N1246	N47531
N1247	N76432
N1248	N35181
N1249	N42656
N1250	N79128
N1251	N22052
N1252	N35423
N1253	N33997
N1254	N16074
N1255	N38517
N1256	N18300
N1257	N58342
N1258	N59218
N1259	N29228
N1260	N54289
N1261	N32380
N1262	N41203
N1263	N11666
N1264	N14
N1265	N49074
N1266	N40814
N1267	N71048
N1268	N69933
N1269	N35948
N1270	N67566
N1271	N44937
N1272	N47756
N1273	N57525
N1274	N10925
N1275	N68829
N1276	N50355
N1277	N33990
N1278	N24833
N1279	N1902
N1280	N81755
N1281	N29757
N1282	N64341
N1283	N77155
N1284	N75265
N1285	N56470
N1286	N40378
N1287	N64980
N1288	N16257
N1289	N75910
N1290	N17264
N1291	N37088
N1292	N34735
N1293	N81815
N1294	N1368
N1295	N43712
N1296	N76380
N1297	N46144
N1298	N75783
N1299	N9259
N1300	N74717
N1301	N31558
N1302	N46809
N1303	N45510
N1304	N7499
N1305	N19121
N1306	N71100
N1307	N62103
N1308	N10957
N1309	N65434
N1310	N67614
N1311	N30771
N1312	N47913
N1313	N76542
N1314	N14781
N1315	N822
N1316	N4002
N1317	N21415
N1318	N49942
N1319	N79837
N1320	N56037
N1321	N9374
N1322	N74335
N1323	N62988
N1324	N72288
N1325	N68376
N1326	N52004
N1327	N3866
N1328	N15601
N1329	N80686
N1330	N19351
N1331	N6232
N1332	N66441
N1333	N78379
N1334	N67120
N1335	N14558
N1336	N75931
N1337	N27242
N1338	N74506
N1339	N29450
N1340	N29512
N1341	N72344
N1342	N22518
N1343	N80342
N1344	N20241
N1345	N13210
N1346	N39161
N1347	N2644
N1348	N5533
N1349	N67954
N1350	N27335
N1351	N59227
N1352	N71122
N1353	N42154
N1354	N45210
N1355	N40485
N1356	N81157
N1357	N65360
N1358	N314
N1359	N29679
N1360	N57220
N1361	N66553
N1362	N3660
N1363	N64314
N1364	N28390
N1365	N30256
N1366	N16022
N1367	N73767
N1368	N77575
N1369	N64348
N1370	N20058
N1371	N43020
N1372	N65374
N1373	N12308
N1374	N36053
N1375	N53138
N1376	N12933
N1377	N56487
N1378	N42752
N1379	N73545
N1380	N75985
N1381	N3843
N1382	N73000
N1383	N6717
N1384	N72506
N1385	N67183
N1386	N55963
N1387	N50184
N1388	N9960
N1389	N54165
N1390	N22474
N1391	N14802
N1392	N33859
N1393	N13735
N1394	N36967
N1395	N69284
N1396	N41339
N1397	N61838
N1398	N9766
N1399	N36070
N1400	N55060
N1401	N54405
N1402	N41349
N1403	N25100
N1404	N51642
N1405	N75765
N1406	N37646
N1407	N41534
N1408	N12842
N1409	N19061
N1410	N60216
N1411	N33410
N1412	N78959
N1413	N13865
N1414	N41684
N1415	N5287
N1416	N28323
N1417	N41652
N1418	N58784
N1419	N30895
N1420	N43572
N1421	N23815
N1422	N76146
N1423	N72009
N1424	N55336
N1425	N31962
N1426	N69759
N1427	N2182
N1428	N33687
N1429	N61815
N1430	N14091
N1431	N80870
N1432	N78631
N1433	N81672
N1434	N9792
N1435	N9437
N1436	N74901
N1437	N16402
N1438	N35959
N1439	N65390
N1440	N50760
N1441	N55840
N1442	N59111
N1443	N19924
N1444	N65471
N1445	N27867
N1446	N42776
N1447	N54170
N1448	N17080
N1449	N80046
N1450	N75168
N1451	N68836
N1452	N66986
N1453	N9799
N1454	N41127
N1455	N41609
N1456	N59628
N1457	N33630
N1458	N53235
N1459	N30976
N1460	N12437
N1461	N60327
N1462	N53888
N1463	N79799
N1464	N78500
N1465	N73512
N1466	N27712
N1467	N2537
N1468	N1690
N1469	N15911
N1470	N69828
N1471	N33142
N1472	N75528
N1473	N15602
N1474	N32543
N1475	N8001
N1476	N6462
N1477	N56382
N1478	N44449
N1479	N62050
N1480	N44861
N1481	N31189
N1482	N43196
N1483	N22195
N1484	N59233
N1485	N21595
N1486	N6072
N1487	N1390
N1488	N29090
N1489	N67578
N1490	N24894
N1491	N36423
N1492	N26153
N1493	N16514
N1494	N56197
N1495	N22493
N1496	N67429
N1497	N18790
N1498	N80265
N1499	N66925
N1500	N77368
N1501	N18774
N1502	N22754
N1503	N48840
N1504	N64863
N1505	N14657
N1506	N11191
N1507	N36759
N1508	N60299
N1509	N61317
N1510	N34066
N1511	N44667
N1512	N15495
N1513	N70277
N1514	N77922
N1515	N41750
N1516	N70433
N1517	N23814
N1518	N26099
N1519	N66828
N1520	N42100
N1521	N29106
N1522	N82247
N1523	N35970
N1524	N6064
N1525	N77711
N1526	N72655
N1527	N46739
N1528	N30459
N1529	N435
N1530	N55835
N1531	N80490
N1532	N55215
N1533	N36123
N1534	N9478
N1535	N4518
N1536	N13120
N1537	N35251
N1538	N48282
N1539	N29562
N1540	N56670
N1541	N49207
N1542	N63620
N1543	N32108
N1544	N36247
N1545	N61083
N1546	N34944
N1547	N66639
N1548	N57552
N1549	N46055
N1550	N75259
N1551	N46620
N1552	N16619
N1553	N81779
N1554	N76459
N1555	N70204
N1556	N34234
N1557	N63403
N1558	N50640
N1559	N2285
N1560	N11318
N1561	N70311
N1562	N41899
N1563	N54482
N1564	N72764
N1565	N79353
N1566	N69520
N1567	N32453
N1568	N34312
N1569	N79062
N1570	N2392
N1571	N49494
N1572	N31490
N1573	N35100
N1574	N45492
N1575	N54876
N1576	N53072
N1577	N44323
N1578	N46072
N1579	N64019
N1580	N18010
N1581	N7850
N1582	N2003
N1583	N73244
N1584	N55342
N1585	N49053
N1586	N67473
N1587	N32945
N1588	N5910
N1589	N53292
N1590	N44101
N1591	N51244
N1592	N4972
N1593	N18197
N1594	N5903
N1595	N6601
N1596	N29339
N1597	N26615
N1598	N60884
N1599	N82260
N1600	N67191
N1601	N43719
N1602	N8250
N1603	N40779
N1604	N37267
N1605	N23983
N1606	N78584
N1607	N12449
N1608	N42232
N1609	N35277
N1610	N33762
N1611	N74401
N1612	N11806
N1613	N43881
N1614	N22631
N1615	N5819
N1616	N28021
N1617	N62689
N1618	N27632
N1619	N25745
N1620	N57155
N1621	N3659
N1622	N72454
N1623	N39939
N1624	N42964
N1625	N21298
N1626	N80699
N1627	N70815
N1628	N65991
N1629	N70348
N1630	N27733
N1631	N80523
N1632	N23349
N1633	N7155
N1634	N57958
N1635	N10069
N1636	N40409
N1637	N32961
N1638	N78518
N1639	N26680
N1640	N58076
N1641	N18281
N1642	N23413
N1643	N15649
N1644	N49440
N1645	N63818
N1646	N56541
N1647	N70568
N1648	N54450
N1649	N3188
N1650	N37605
N1651	N23495
N1652	N19449
N1653	N71559
N1654	N69261
N1655	N36770
N1656	N79211
N1657	N66449
N1658	N26543
N1659	N39645
N1660	N35626
N1661	N34823
N1662	N38589
N1663	N66093
N1664	N15263
N1665	N39199
N1666	N49071
N1667	N79741
N1668	N32245
N1669	N41805
N1670	N32255
N1671	N49083
N1672	N63606
N1673	N76020
N1674	N9840
N1675	N67850
N1676	N17399
N1677	N60600
N1678	N39513
N1679	N69596
N1680	N15774
N1681	N75262
N1682	N31991
N1683	N16879
N1684	N64153
N1685	N69409
N1686	N81243
N1687	N52120
N1688	N8542
N1689	N61855
N1690	N32005
N1691	N14708
N1692	N81045
N1693	N55485
N1694	N54897
N1695	N19056
N1696	N44850
N1697	N30447
N1698	N39754
N1699	N42448
N1700	N76016
N1701	N14673
N1702	N48681
N1703	N12793
N1704	N49652
N1705	N82102
N1706	N39496
N1707	N49826
N1708	N33304
N1709	N41065
N1710	N76331
N1711	N59099
N1712	N11906
N1713	N79043
N1714	N42348
N1715	N62079
N1716	N63313
N1717	N39697
N1718	N57371
N1719	N39351
N1720	N52344
N1721	N35422
N1722	N35955
N1723	N48116
N1724	N29073
N1725	N75089
N1726	N55351
N1727	N4705
N1728	N35796
N1729	N38264
N1730	N10322
N1731	N32821
N1732	N24868
N1733	N60625
N1734	N54751
N1735	N32281
N1736	N31342
N1737	N62422
N1738	N16627
N1739	N75038
N1740	N77616
N1741	N29592
N1742	N44248
N1743	N41130
N1744	N79670
N1745	N32221
N1746	N69701
N1747	N76271
N1748	N70331
N1749	N7419
N1750	N19759
N1751	N49947
N1752	N63741
N1753	N12143
N1754	N63624
N1755	N36451
N1756	N33438
N1757	N69560
N1758	N10285
N1759	N68364
N1760	N30708
N1761	N19849
N1762	N62207
N1763	N39120
N1764	N43540
N1765	N68489
N1766	N10037
N1767	N64562
N1768	N51358
N1769	N44307
N1770	N2311
N1771	N42984
N1772	N24460
N1773	N67818
N1774	N21266
N1775	N28432
N1776	N9434
N1777	N23881
N1778	N36104
N1779	N14692
N1780	N55303
N1781	N5050
N1782	N13544
N1783	N73480
N1784	N28490
N1785	N52944
N1786	N46685
N1787	N4183
N1788	N28647
N1789	N47726
N1790	N31405
N1791	N11735
N1792	N80391
N1793	N26689
N1794	N21216
N1795	N32697
N1796	N50592
N1797	N17075
N1798	N41176
N1799	N50613
N1800	N67146
N1801	N52805
N1802	N45913
N1803	N60145
N1804	N34309
N1805	N24176
N1806	N42567
N1807	N51451
N1808	N54300
N1809	N50360
N1810	N72226
N1811	N6391
N1812	N56375
N1813	N1618
N1814	N55957
N1815	N40670
N1816	N80108
N1817	N7814
N1818	N61765
N1819	N28971
N1820	N20689
N1821	N49027
N1822	N80440
N1823	N19806
N1824	N71996
N1825	N64995
N1826	N77090
N1827	N30187
N1828	N10833
N1829	N8149
N1830	N54788
N1831	N28241
N1832	N68633
N1833	N29122
N1834	N51507
N1835	N43362
N1836	N16485
N1837	N33559
N1838	N10530
N1839	N16083
N1840	N45431
N1841	N47933
N1842	N75947
N1843	N37246
N1844	N6674
N1845	N70367
N1846	N35247
N1847	N1430
N1848	N34417
N1849	N48707
N1850	N1214
N1851	N56023
N1852	N31195
N1853	N33482
N1854	N16869
N1855	N61079
N1856	N32409
N1857	N64461
N1858	N20034
N1859	N61241
N1860	N81535
N1861	N64922
N1862	N39952
N1863	N61661
N1864	N2444
N1865	N24747
N1866	N66391
N1867	N8729
N1868	N12452
N1869	N47791
N1870	N64157
N1871	N60222
N1872	N3472
N1873	N10629
N1874	N36350
N1875	N29155
